,book_name,away_ml,home_ml,away_spread,away_line,home_spread,home_line,total,over_line,under_line,date,date_full,team,matchup,opp,points,points_opp,gid
99,"Stats, LLC",-125,105,-1.5,-110,1.5,-110,226,-110,-110,2020-12-23,"Thu, 24 Dec 2020 03:00:00 +0000",UTA,UTA @ POR,POR,120,100,nba.g.2020122322
101,BetMGM,,,,,,,,,,2020-12-23,"Thu, 24 Dec 2020 03:00:00 +0000",UTA,UTA @ POR,POR,120,100,nba.g.2020122322
99,"Stats, LLC",100,-120,1.5,-110,-1.5,-110,232.5,-110,-110,2020-12-23,"Thu, 24 Dec 2020 03:30:00 +0000",PHO,PHO vs. DAL,DAL,106,102,nba.g.2020122321
101,BetMGM,,,,,,,,,,2020-12-23,"Thu, 24 Dec 2020 03:30:00 +0000",PHO,PHO vs. DAL,DAL,106,102,nba.g.2020122321
99,"Stats, LLC",100,-120,1.5,-110,-1.5,-110,232.5,-110,-110,2020-12-23,"Thu, 24 Dec 2020 03:30:00 +0000",DAL,DAL @ PHO,PHO,102,106,nba.g.2020122321
101,BetMGM,,,,,,,,,,2020-12-23,"Thu, 24 Dec 2020 03:30:00 +0000",DAL,DAL @ PHO,PHO,102,106,nba.g.2020122321
99,"Stats, LLC",125,-145,3,-110,-3,-110,221,-110,-110,2020-12-25,"Fri, 25 Dec 2020 17:00:00 +0000",MIA,MIA vs. NO,NO,111,98,nba.g.2020122514
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 17:00:00 +0000",MIA,MIA vs. NO,NO,111,98,nba.g.2020122514
99,"Stats, LLC",125,-145,3,-110,-3,-110,221,-110,-110,2020-12-25,"Fri, 25 Dec 2020 17:00:00 +0000",NO,NO @ MIA,MIA,98,111,nba.g.2020122514
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 17:00:00 +0000",NO,NO @ MIA,MIA,98,111,nba.g.2020122514
99,"Stats, LLC",420,-570,10,-110,-10,-110,230.5,-110,-110,2020-12-25,"Fri, 25 Dec 2020 19:30:00 +0000",MIL,MIL vs. GS,GS,138,99,nba.g.2020122515
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 19:30:00 +0000",MIL,MIL vs. GS,GS,138,99,nba.g.2020122515
99,"Stats, LLC",420,-570,10,-110,-10,-110,230.5,-110,-110,2020-12-25,"Fri, 25 Dec 2020 19:30:00 +0000",GS,GS @ MIL,MIL,99,138,nba.g.2020122515
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 19:30:00 +0000",GS,GS @ MIL,MIL,99,138,nba.g.2020122515
99,"Stats, LLC",-150,130,-3,-110,3,-110,229.5,-110,-110,2020-12-25,"Fri, 25 Dec 2020 22:00:00 +0000",BOS,BOS vs. BKN,BKN,95,123,nba.g.2020122502
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 22:00:00 +0000",BOS,BOS vs. BKN,BKN,95,123,nba.g.2020122502
99,"Stats, LLC",-150,130,-3,-110,3,-110,229.5,-110,-110,2020-12-25,"Fri, 25 Dec 2020 22:00:00 +0000",BKN,BKN @ BOS,BOS,123,95,nba.g.2020122502
101,BetMGM,,,,,,,,,,2020-12-25,"Fri, 25 Dec 2020 22:00:00 +0000",BKN,BKN @ BOS,BOS,123,95,nba.g.2020122502
99,"Stats, LLC",225,-275,6,-110,-6,-110,226,-105,-115,2020-12-25,"Sat, 26 Dec 2020 01:00:00 +0000",LAL,LAL vs. DAL,DAL,138,115,nba.g.2020122513
101,BetMGM,,,,,,,,,,2020-12-25,"Sat, 26 Dec 2020 01:00:00 +0000",LAL,LAL vs. DAL,DAL,138,115,nba.g.2020122513
99,"Stats, LLC",225,-275,6,-110,-6,-110,226,-105,-115,2020-12-25,"Sat, 26 Dec 2020 01:00:00 +0000",DAL,DAL @ LAL,LAL,115,138,nba.g.2020122513
101,BetMGM,,,,,,,,,,2020-12-25,"Sat, 26 Dec 2020 01:00:00 +0000",DAL,DAL @ LAL,LAL,115,138,nba.g.2020122513
99,"Stats, LLC",-165,140,-3.5,-110,3.5,-110,226.5,-110,-110,2020-12-25,"Sat, 26 Dec 2020 03:30:00 +0000",DEN,DEN vs. LAC,LAC,108,121,nba.g.2020122507
101,BetMGM,,,,,,,,,,2020-12-25,"Sat, 26 Dec 2020 03:30:00 +0000",DEN,DEN vs. LAC,LAC,108,121,nba.g.2020122507
99,"Stats, LLC",-165,140,-3.5,-110,3.5,-110,226.5,-110,-110,2020-12-25,"Sat, 26 Dec 2020 03:30:00 +0000",LAC,LAC @ DEN,DEN,121,108,nba.g.2020122507
101,BetMGM,,,,,,,,,,2020-12-25,"Sat, 26 Dec 2020 03:30:00 +0000",LAC,LAC @ DEN,DEN,121,108,nba.g.2020122507
99,"Stats, LLC",120,-140,2.5,-110,-2.5,-110,238.5,-110,-110,2020-12-26,"Sat, 26 Dec 2020 22:00:00 +0000",MEM,MEM vs. ATL,ATL,112,122,nba.g.2020122629
101,BetMGM,,,,,,,,,,2020-12-26,"Sat, 26 Dec 2020 22:00:00 +0000",MEM,MEM vs. ATL,ATL,112,122,nba.g.2020122629
99,"Stats, LLC",120,-140,2.5,-110,-2.5,-110,238.5,-110,-110,2020-12-26,"Sat, 26 Dec 2020 22:00:00 +0000",ATL,ATL @ MEM,MEM,122,112,nba.g.2020122629
101,BetMGM,,,,,,,,,,2020-12-26,"Sat, 26 Dec 2020 22:00:00 +0000",ATL,ATL @ MEM,MEM,122,112,nba.g.2020122629
99,"Stats, LLC",-110,-110,1,-115,-1,-105,214,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",DET,DET vs. CLE,CLE,119,128,nba.g.2020122608
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",DET,DET vs. CLE,CLE,119,128,nba.g.2020122608
99,"Stats, LLC",-110,-110,1,-115,-1,-105,214,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",CLE,CLE @ DET,DET,128,119,nba.g.2020122608
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",CLE,CLE @ DET,DET,128,119,nba.g.2020122608
99,"Stats, LLC",105,-125,1.5,-110,-1.5,-110,232.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",WAS,WAS vs. ORL,ORL,120,130,nba.g.2020122627
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",WAS,WAS vs. ORL,ORL,120,130,nba.g.2020122627
99,"Stats, LLC",105,-125,1.5,-110,-1.5,-110,232.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",ORL,ORL @ WAS,WAS,130,120,nba.g.2020122627
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",ORL,ORL @ WAS,WAS,130,120,nba.g.2020122627
99,"Stats, LLC",125,-145,3,-110,-3,-110,219.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",CHA,CHA vs. OKC,OKC,107,109,nba.g.2020122630
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",CHA,CHA vs. OKC,OKC,107,109,nba.g.2020122630
99,"Stats, LLC",125,-145,3,-110,-3,-110,219.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",OKC,OKC @ CHA,CHA,109,107,nba.g.2020122630
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:00:00 +0000",OKC,OKC @ CHA,CHA,109,107,nba.g.2020122630
99,"Stats, LLC",-370,295,-8,-110,8,-110,215,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:30:00 +0000",NY,NY vs. PHI,PHI,89,109,nba.g.2020122618
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:30:00 +0000",NY,NY vs. PHI,PHI,89,109,nba.g.2020122618
99,"Stats, LLC",-370,295,-8,-110,8,-110,215,-110,-110,2020-12-26,"Sun, 27 Dec 2020 00:30:00 +0000",PHI,PHI @ NY,NY,109,89,nba.g.2020122618
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 00:30:00 +0000",PHI,PHI @ NY,NY,109,89,nba.g.2020122618
99,"Stats, LLC",-255,205,-6,-115,6,-105,223.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 01:00:00 +0000",CHI,CHI vs. IND,IND,106,125,nba.g.2020122604
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 01:00:00 +0000",CHI,CHI vs. IND,IND,106,125,nba.g.2020122604
99,"Stats, LLC",-255,205,-6,-115,6,-105,223.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 01:00:00 +0000",IND,IND @ CHI,CHI,125,106,nba.g.2020122604
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 01:00:00 +0000",IND,IND @ CHI,CHI,125,106,nba.g.2020122604
99,"Stats, LLC",-140,120,-2.5,-110,2.5,-110,228.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 01:30:00 +0000",SA,SA vs. TOR,TOR,119,114,nba.g.2020122624
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 01:30:00 +0000",SA,SA vs. TOR,TOR,119,114,nba.g.2020122624
99,"Stats, LLC",-140,120,-2.5,-110,2.5,-110,228.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 01:30:00 +0000",TOR,TOR @ SA,SA,114,119,nba.g.2020122624
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 01:30:00 +0000",TOR,TOR @ SA,SA,114,119,nba.g.2020122624
99,"Stats, LLC",350,-450,9.5,-110,-9.5,-110,229,-110,-110,2020-12-26,"Sun, 27 Dec 2020 02:00:00 +0000",UTA,UTA vs. MIN,MIN,111,116,nba.g.2020122626
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 02:00:00 +0000",UTA,UTA vs. MIN,MIN,111,116,nba.g.2020122626
99,"Stats, LLC",350,-450,9.5,-110,-9.5,-110,229,-110,-110,2020-12-26,"Sun, 27 Dec 2020 02:00:00 +0000",MIN,MIN @ UTA,UTA,116,111,nba.g.2020122626
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 02:00:00 +0000",MIN,MIN @ UTA,UTA,116,111,nba.g.2020122626
99,"Stats, LLC",270,-340,7.5,-110,-7.5,-110,225.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",POR,POR vs. HOU,HOU,128,126,nba.g.2020122622
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",POR,POR vs. HOU,HOU,128,126,nba.g.2020122622
99,"Stats, LLC",270,-340,7.5,-110,-7.5,-110,225.5,-110,-110,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",HOU,HOU @ POR,POR,126,128,nba.g.2020122622
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",HOU,HOU @ POR,POR,126,128,nba.g.2020122622
99,"Stats, LLC",-160,135,-3.5,-110,3.5,-110,227,-110,-110,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",SAC,SAC vs. PHO,PHO,106,103,nba.g.2020122623
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",SAC,SAC vs. PHO,PHO,106,103,nba.g.2020122623
99,"Stats, LLC",-160,135,-3.5,-110,3.5,-110,227,-110,-110,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",PHO,PHO @ SAC,SAC,103,106,nba.g.2020122623
101,BetMGM,,,,,,,,,,2020-12-26,"Sun, 27 Dec 2020 03:00:00 +0000",PHO,PHO @ SAC,SAC,103,106,nba.g.2020122623
99,"Stats, LLC",130,-150,3,-110,-3,-110,226.5,-110,-110,2020-12-27,"Sun, 27 Dec 2020 20:30:00 +0000",LAC,LAC vs. DAL,DAL,73,124,nba.g.2020122712
101,BetMGM,,,,,,,,,,2020-12-27,"Sun, 27 Dec 2020 20:30:00 +0000",LAC,LAC vs. DAL,DAL,73,124,nba.g.2020122712
99,"Stats, LLC",130,-150,3,-110,-3,-110,226.5,-110,-110,2020-12-27,"Sun, 27 Dec 2020 20:30:00 +0000",DAL,DAL @ LAC,LAC,124,73,nba.g.2020122712
101,BetMGM,,,,,,,,,,2020-12-27,"Sun, 27 Dec 2020 20:30:00 +0000",DAL,DAL @ LAC,LAC,124,73,nba.g.2020122712
99,"Stats, LLC",170,-200,5,-110,-5,-110,227.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",NO,NO vs. SA,SA,98,95,nba.g.2020122703
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",NO,NO vs. SA,SA,98,95,nba.g.2020122703
99,"Stats, LLC",170,-200,5,-110,-5,-110,227.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",SA,SA @ NO,NO,95,98,nba.g.2020122703
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",SA,SA @ NO,NO,95,98,nba.g.2020122703
99,"Stats, LLC",-130,110,-2,-110,2,-110,230.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",WAS,WAS vs. ORL,ORL,113,120,nba.g.2020122727
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",WAS,WAS vs. ORL,ORL,113,120,nba.g.2020122727
99,"Stats, LLC",-130,110,-2,-110,2,-110,230.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",ORL,ORL @ WAS,WAS,120,113,nba.g.2020122727
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",ORL,ORL @ WAS,WAS,120,113,nba.g.2020122727
99,"Stats, LLC",-610,455,-11,-110,11,-110,233,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",CHA,CHA vs. BKN,BKN,106,104,nba.g.2020122730
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",CHA,CHA vs. BKN,BKN,106,104,nba.g.2020122730
99,"Stats, LLC",-610,455,-11,-110,11,-110,233,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",BKN,BKN @ CHA,CHA,104,106,nba.g.2020122730
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:00:00 +0000",BKN,BKN @ CHA,CHA,104,106,nba.g.2020122730
99,"Stats, LLC",-255,205,-6,-110,6,-110,218,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",CLE,CLE vs. PHI,PHI,118,94,nba.g.2020122705
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",CLE,CLE vs. PHI,PHI,118,94,nba.g.2020122705
99,"Stats, LLC",-255,205,-6,-110,6,-110,218,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",PHI,PHI @ CLE,CLE,94,118,nba.g.2020122705
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",PHI,PHI @ CLE,CLE,94,118,nba.g.2020122705
99,"Stats, LLC",-1020,710,-13,-110,13,-110,222,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",NY,NY vs. MIL,MIL,130,110,nba.g.2020122718
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",NY,NY vs. MIL,MIL,130,110,nba.g.2020122718
99,"Stats, LLC",-1020,710,-13,-110,13,-110,222,-110,-110,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",MIL,MIL @ NY,NY,110,130,nba.g.2020122718
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 00:30:00 +0000",MIL,MIL @ NY,NY,110,130,nba.g.2020122718
99,"Stats, LLC",-170,145,-3.5,-110,3.5,-110,229.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",CHI,CHI vs. GS,GS,128,129,nba.g.2020122704
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",CHI,CHI vs. GS,GS,128,129,nba.g.2020122704
99,"Stats, LLC",-170,145,-3.5,-110,3.5,-110,229.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",GS,GS @ CHI,CHI,129,128,nba.g.2020122704
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",GS,GS @ CHI,CHI,129,128,nba.g.2020122704
99,"Stats, LLC",-145,125,-3,-110,3,-110,220.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",IND,IND vs. BOS,BOS,108,107,nba.g.2020122711
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",IND,IND vs. BOS,BOS,108,107,nba.g.2020122711
99,"Stats, LLC",-145,125,-3,-110,3,-110,220.5,-110,-110,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",BOS,BOS @ IND,IND,107,108,nba.g.2020122711
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 01:00:00 +0000",BOS,BOS @ IND,IND,107,108,nba.g.2020122711
99,"Stats, LLC",-160,135,-3.5,-110,3.5,-110,226,-110,-110,2020-12-27,"Mon, 28 Dec 2020 02:00:00 +0000",SAC,SAC vs. PHO,PHO,100,116,nba.g.2020122723
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 02:00:00 +0000",SAC,SAC vs. PHO,PHO,100,116,nba.g.2020122723
99,"Stats, LLC",-160,135,-3.5,-110,3.5,-110,226,-110,-110,2020-12-27,"Mon, 28 Dec 2020 02:00:00 +0000",PHO,PHO @ SAC,SAC,116,100,nba.g.2020122723
101,BetMGM,,,,,,,,,,2020-12-27,"Mon, 28 Dec 2020 02:00:00 +0000",PHO,PHO @ SAC,SAC,116,100,nba.g.2020122723
99,"Stats, LLC",395,-540,10.5,-110,-10.5,-110,229,-110,-110,2020-12-27,"Mon, 28 Dec 2020 03:00:00 +0000",LAL,LAL vs. MIN,MIN,127,91,nba.g.2020122713
