,book_name,away_ml,home_ml,away_spread,away_line,home_spread,home_line,total,over_line,under_line,date,date_full,team,matchup,opp,points,points_opp,gid
25,BOVADA.LV,190,-230,5.5,-115,-5.5,-105,221,-105,-115,2018-11-29,"Fri, 30 Nov 2018 03:30:00 +0000",IND,IND @ LAL,LAL,96,104,nba.g.2018112913
24,5dimes.eu,-130,120,-2,-102,2,-108,236,-105,-105,2018-11-29,"Fri, 30 Nov 2018 03:30:00 +0000",SAC,SAC vs. LAC,LAC,121,133,nba.g.2018112923
25,BOVADA.LV,-125,105,-2,-105,2,-115,236,-110,-110,2018-11-29,"Fri, 30 Nov 2018 03:30:00 +0000",SAC,SAC vs. LAC,LAC,121,133,nba.g.2018112923
24,5dimes.eu,-130,120,-2,-102,2,-108,236,-105,-105,2018-11-29,"Fri, 30 Nov 2018 03:30:00 +0000",LAC,LAC @ SAC,SAC,133,121,nba.g.2018112923
25,BOVADA.LV,-125,105,-2,-105,2,-115,236,-110,-110,2018-11-29,"Fri, 30 Nov 2018 03:30:00 +0000",LAC,LAC @ SAC,SAC,133,121,nba.g.2018112923
24,5dimes.eu,725,-925,12.5,-107,-12.5,-103,206.5,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",BOS,BOS vs. CLE,CLE,128,95,nba.g.2018113002
25,BOVADA.LV,700,-1200,13,-115,-13,-105,206,-115,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",BOS,BOS vs. CLE,CLE,128,95,nba.g.2018113002
24,5dimes.eu,725,-925,12.5,-107,-12.5,-103,206.5,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CLE,CLE @ BOS,BOS,95,128,nba.g.2018113002
25,BOVADA.LV,700,-1200,13,-115,-13,-105,206,-115,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CLE,CLE @ BOS,BOS,95,128,nba.g.2018113002
24,5dimes.eu,355,-400,8.5,-102,-8.5,-108,217,-103,-107,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",DET,DET vs. CHI,CHI,107,88,nba.g.2018113008
25,BOVADA.LV,325,-450,8.5,-110,-8.5,-110,218,-105,-115,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",DET,DET vs. CHI,CHI,107,88,nba.g.2018113008
24,5dimes.eu,355,-400,8.5,-102,-8.5,-108,217,-103,-107,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CHI,CHI @ DET,DET,88,107,nba.g.2018113008
25,BOVADA.LV,325,-450,8.5,-110,-8.5,-110,218,-105,-115,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CHI,CHI @ DET,DET,88,107,nba.g.2018113008
24,5dimes.eu,340,-380,8.5,-107,-8.5,-103,233.5,-104,-106,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",PHI,PHI vs. WAS,WAS,123,98,nba.g.2018113020
25,BOVADA.LV,315,-430,8.5,-105,-8.5,-115,234,-105,-115,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",PHI,PHI vs. WAS,WAS,123,98,nba.g.2018113020
24,5dimes.eu,340,-380,8.5,-107,-8.5,-103,233.5,-104,-106,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",WAS,WAS @ PHI,PHI,98,123,nba.g.2018113020
25,BOVADA.LV,315,-430,8.5,-105,-8.5,-115,234,-105,-115,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",WAS,WAS @ PHI,PHI,98,123,nba.g.2018113020
24,5dimes.eu,125,-135,2.5,-104,-2.5,-106,218,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CHA,CHA vs. UTA,UTA,111,119,nba.g.2018113030
25,BOVADA.LV,120,-140,2.5,-110,-2.5,-110,218,-115,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",CHA,CHA vs. UTA,UTA,111,119,nba.g.2018113030
24,5dimes.eu,125,-135,2.5,-104,-2.5,-106,218,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",UTA,UTA @ CHA,CHA,119,111,nba.g.2018113030
25,BOVADA.LV,120,-140,2.5,-110,-2.5,-110,218,-115,-105,2018-11-30,"Sat, 01 Dec 2018 00:00:00 +0000",UTA,UTA @ CHA,CHA,119,111,nba.g.2018113030
24,5dimes.eu,-140,130,-2.5,-105,2.5,-105,207,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:30:00 +0000",BKN,BKN vs. MEM,MEM,125,131,nba.g.2018113017
25,BOVADA.LV,-140,120,-3,-105,3,-115,207,-110,-110,2018-11-30,"Sat, 01 Dec 2018 00:30:00 +0000",BKN,BKN vs. MEM,MEM,125,131,nba.g.2018113017
24,5dimes.eu,-140,130,-2.5,-105,2.5,-105,207,-105,-105,2018-11-30,"Sat, 01 Dec 2018 00:30:00 +0000",MEM,MEM @ BKN,BKN,131,125,nba.g.2018113017
25,BOVADA.LV,-140,120,-3,-105,3,-115,207,-110,-110,2018-11-30,"Sat, 01 Dec 2018 00:30:00 +0000",MEM,MEM @ BKN,BKN,131,125,nba.g.2018113017
24,5dimes.eu,-145,135,-3,-107,3,-103,228,-105,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",MIA,MIA vs. NO,NO,106,101,nba.g.2018113014
25,BOVADA.LV,-155,135,-3.5,-105,3.5,-115,228,-110,-110,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",MIA,MIA vs. NO,NO,106,101,nba.g.2018113014
24,5dimes.eu,-145,135,-3,-107,3,-103,228,-105,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",NO,NO @ MIA,MIA,101,106,nba.g.2018113014
25,BOVADA.LV,-155,135,-3.5,-105,3.5,-115,228,-110,-110,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",NO,NO @ MIA,MIA,101,106,nba.g.2018113014
24,5dimes.eu,-170,160,-3.5,-108,3.5,-102,215.5,-105,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",SA,SA vs. HOU,HOU,105,136,nba.g.2018113024
25,BOVADA.LV,-170,150,-4,-105,4,-115,216,-115,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",SA,SA vs. HOU,HOU,105,136,nba.g.2018113024
24,5dimes.eu,-170,160,-3.5,-108,3.5,-102,215.5,-105,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",HOU,HOU @ SA,SA,136,105,nba.g.2018113024
25,BOVADA.LV,-170,150,-4,-105,4,-115,216,-115,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",HOU,HOU @ SA,SA,136,105,nba.g.2018113024
24,5dimes.eu,800,-1000,13,-106,-13,-104,230,-106,-104,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",OKC,OKC vs. ATL,ATL,124,109,nba.g.2018113025
25,BOVADA.LV,725,-1300,13,-110,-13,-110,230,-115,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",OKC,OKC vs. ATL,ATL,124,109,nba.g.2018113025
24,5dimes.eu,800,-1000,13,-106,-13,-104,230,-106,-104,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",ATL,ATL @ OKC,OKC,109,124,nba.g.2018113025
25,BOVADA.LV,725,-1300,13,-110,-13,-110,230,-115,-105,2018-11-30,"Sat, 01 Dec 2018 01:00:00 +0000",ATL,ATL @ OKC,OKC,109,124,nba.g.2018113025
24,5dimes.eu,-178,167,-4.5,-103,4.5,-107,215.5,-107,-103,2018-11-30,"Sat, 01 Dec 2018 02:00:00 +0000",PHO,PHO vs. ORL,ORL,85,99,nba.g.2018113021
25,BOVADA.LV,-190,165,-4.5,-115,4.5,-105,215,-115,-105,2018-11-30,"Sat, 01 Dec 2018 02:00:00 +0000",PHO,PHO vs. ORL,ORL,85,99,nba.g.2018113021
24,5dimes.eu,-178,167,-4.5,-103,4.5,-107,215.5,-107,-103,2018-11-30,"Sat, 01 Dec 2018 02:00:00 +0000",ORL,ORL @ PHO,PHO,99,85,nba.g.2018113021
25,BOVADA.LV,-190,165,-4.5,-115,4.5,-105,215,-115,-105,2018-11-30,"Sat, 01 Dec 2018 02:00:00 +0000",ORL,ORL @ PHO,PHO,99,85,nba.g.2018113021
24,5dimes.eu,155,-165,4,-109,-4,-101,223,-103,-107,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",LAL,LAL vs. DAL,DAL,114,103,nba.g.2018113013
25,BOVADA.LV,155,-175,4,-115,-4,-105,224,-110,-110,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",LAL,LAL vs. DAL,DAL,114,103,nba.g.2018113013
24,5dimes.eu,155,-165,4,-109,-4,-101,223,-103,-107,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",DAL,DAL @ LAL,LAL,103,114,nba.g.2018113013
25,BOVADA.LV,155,-175,4,-115,-4,-105,224,-110,-110,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",DAL,DAL @ LAL,LAL,103,114,nba.g.2018113013
24,5dimes.eu,103,-113,1,-105,-1,-105,214,-105,-105,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",POR,POR vs. DEN,DEN,112,113,nba.g.2018113022
25,BOVADA.LV,105,-125,2,-115,-2,-105,213,-115,-105,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",POR,POR vs. DEN,DEN,112,113,nba.g.2018113022
24,5dimes.eu,103,-113,1,-105,-1,-105,214,-105,-105,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",DEN,DEN @ POR,POR,113,112,nba.g.2018113022
25,BOVADA.LV,105,-125,2,-115,-2,-105,213,-115,-105,2018-11-30,"Sat, 01 Dec 2018 03:30:00 +0000",DEN,DEN @ POR,POR,113,112,nba.g.2018113022
24,5dimes.eu,-365,328,-8,-108,8,-102,230,-102,-108,2018-12-01,"Sat, 01 Dec 2018 22:00:00 +0000",NY,NY vs. MIL,MIL,136,134,nba.g.2018120118
25,BOVADA.LV,-400,300,-8.5,-110,8.5,-110,230,-110,-110,2018-12-01,"Sat, 01 Dec 2018 22:00:00 +0000",NY,NY vs. MIL,MIL,136,134,nba.g.2018120118
24,5dimes.eu,-365,328,-8,-108,8,-102,230,-102,-108,2018-12-01,"Sat, 01 Dec 2018 22:00:00 +0000",MIL,MIL @ NY,NY,134,136,nba.g.2018120118
25,BOVADA.LV,-400,300,-8.5,-110,8.5,-110,230,-110,-110,2018-12-01,"Sat, 01 Dec 2018 22:00:00 +0000",MIL,MIL @ NY,NY,134,136,nba.g.2018120118
24,5dimes.eu,-192,177,-4.5,-105,4.5,-105,229,-107,-103,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",DET,DET vs. GS,GS,111,102,nba.g.2018120108
25,BOVADA.LV,-220,180,-5,-115,5,-105,230,-105,-115,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",DET,DET vs. GS,GS,111,102,nba.g.2018120108
24,5dimes.eu,-192,177,-4.5,-105,4.5,-105,229,-107,-103,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",GS,GS @ DET,DET,102,111,nba.g.2018120108
25,BOVADA.LV,-220,180,-5,-115,5,-105,230,-105,-115,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",GS,GS @ DET,DET,102,111,nba.g.2018120108
24,5dimes.eu,248,-270,6.5,-108,-6.5,-102,228,-103,-107,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",WAS,WAS vs. BKN,BKN,102,88,nba.g.2018120127
25,BOVADA.LV,225,-275,6.5,-110,-6.5,-110,228,-110,-110,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",WAS,WAS vs. BKN,BKN,102,88,nba.g.2018120127
24,5dimes.eu,248,-270,6.5,-108,-6.5,-102,228,-103,-107,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",BKN,BKN @ WAS,WAS,88,102,nba.g.2018120127
25,BOVADA.LV,225,-275,6.5,-110,-6.5,-110,228,-110,-110,2018-12-01,"Sun, 02 Dec 2018 00:00:00 +0000",BKN,BKN @ WAS,WAS,88,102,nba.g.2018120127
24,5dimes.eu,-800,635,-12,-105,12,-105,213,-103,-107,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",CLE,CLE vs. TOR,TOR,95,106,nba.g.2018120105
25,BOVADA.LV,-1100,650,-12.5,-105,12.5,-115,213,-110,-110,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",CLE,CLE vs. TOR,TOR,95,106,nba.g.2018120105
24,5dimes.eu,-800,635,-12,-105,12,-105,213,-103,-107,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",TOR,TOR @ CLE,CLE,106,95,nba.g.2018120105
25,BOVADA.LV,-1100,650,-12.5,-105,12.5,-115,213,-110,-110,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",TOR,TOR @ CLE,CLE,106,95,nba.g.2018120105
24,5dimes.eu,850,-1050,13.5,-105,-13.5,-105,219,-108,-102,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",HOU,HOU vs. CHI,CHI,121,105,nba.g.2018120110
25,BOVADA.LV,725,-1300,13,-105,-13,-115,219,-115,-105,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",HOU,HOU vs. CHI,CHI,121,105,nba.g.2018120110
24,5dimes.eu,850,-1050,13.5,-105,-13.5,-105,219,-108,-102,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",CHI,CHI @ HOU,HOU,105,121,nba.g.2018120110
25,BOVADA.LV,725,-1300,13,-105,-13,-115,219,-115,-105,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",CHI,CHI @ HOU,HOU,105,121,nba.g.2018120110
24,5dimes.eu,108,-118,1.5,-102,-1.5,-108,216,-107,-103,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",MIN,MIN vs. BOS,BOS,109,118,nba.g.2018120116
25,BOVADA.LV,100,-120,1.5,-105,-1.5,-115,217,-105,-115,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",MIN,MIN vs. BOS,BOS,109,118,nba.g.2018120116
24,5dimes.eu,108,-118,1.5,-102,-1.5,-108,216,-107,-103,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",BOS,BOS @ MIN,MIN,118,109,nba.g.2018120116
25,BOVADA.LV,100,-120,1.5,-105,-1.5,-115,217,-105,-115,2018-12-01,"Sun, 02 Dec 2018 01:00:00 +0000",BOS,BOS @ MIN,MIN,118,109,nba.g.2018120116
24,5dimes.eu,-122,112,-1.5,-108,1.5,-102,224.5,-104,-106,2018-12-01,"Sun, 02 Dec 2018 03:00:00 +0000",SAC,SAC vs. IND,IND,111,110,nba.g.2018120123
25,BOVADA.LV,-120,100,-1.5,-110,1.5,-110,225,-110,-110,2018-12-01,"Sun, 02 Dec 2018 03:00:00 +0000",SAC,SAC vs. IND,IND,111,110,nba.g.2018120123
24,5dimes.eu,-122,112,-1.5,-108,1.5,-102,224.5,-104,-106,2018-12-01,"Sun, 02 Dec 2018 03:00:00 +0000",IND,IND @ SAC,SAC,110,111,nba.g.2018120123
25,BOVADA.LV,-120,100,-1.5,-110,1.5,-110,225,-110,-110,2018-12-01,"Sun, 02 Dec 2018 03:00:00 +0000",IND,IND @ SAC,SAC,110,111,nba.g.2018120123
24,5dimes.eu,600,-750,11.5,-102,-11.5,-108,221,-106,-104,2018-12-02,"Sun, 02 Dec 2018 20:30:00 +0000",LAL,LAL vs. PHO,PHO,120,96,nba.g.2018120213
25,BOVADA.LV,550,-900,11.5,-105,-11.5,-115,221,-110,-110,2018-12-02,"Sun, 02 Dec 2018 20:30:00 +0000",LAL,LAL vs. PHO,PHO,120,96,nba.g.2018120213
24,5dimes.eu,600,-750,11.5,-102,-11.5,-108,221,-106,-104,2018-12-02,"Sun, 02 Dec 2018 20:30:00 +0000",PHO,PHO @ LAL,LAL,96,120,nba.g.2018120213
25,BOVADA.LV,550,-900,11.5,-105,-11.5,-115,221,-110,-110,2018-12-02,"Sun, 02 Dec 2018 20:30:00 +0000",PHO,PHO @ LAL,LAL,96,120,nba.g.2018120213
24,5dimes.eu,140,-150,3,-104,-3,-106,232.5,-105,-105,2018-12-02,"Sun, 02 Dec 2018 22:00:00 +0000",CHA,CHA vs. NO,NO,109,119,nba.g.2018120230
25,BOVADA.LV,125,-145,3,-110,-3,-110,232,-110,-110,2018-12-02,"Sun, 02 Dec 2018 22:00:00 +0000",CHA,CHA vs. NO,NO,109,119,nba.g.2018120230
24,5dimes.eu,140,-150,3,-104,-3,-106,232.5,-105,-105,2018-12-02,"Sun, 02 Dec 2018 22:00:00 +0000",NO,NO @ CHA,CHA,119,109,nba.g.2018120230
25,BOVADA.LV,125,-145,3,-110,-3,-110,232,-110,-110,2018-12-02,"Sun, 02 Dec 2018 22:00:00 +0000",NO,NO @ CHA,CHA,119,109,nba.g.2018120230
24,5dimes.eu,-160,150,-4,-105,4,-105,208,-103,-107,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",MIA,MIA vs. UTA,UTA,102,100,nba.g.2018120214
25,BOVADA.LV,-175,155,-4,-115,4,-105,208,-115,-105,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",MIA,MIA vs. UTA,UTA,102,100,nba.g.2018120214
24,5dimes.eu,-160,150,-4,-105,4,-105,208,-103,-107,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",UTA,UTA @ MIA,MIA,100,102,nba.g.2018120214
25,BOVADA.LV,-175,155,-4,-115,4,-105,208,-115,-105,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",UTA,UTA @ MIA,MIA,100,102,nba.g.2018120214
24,5dimes.eu,215,-235,6.5,-105,-6.5,-105,212,-103,-107,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",PHI,PHI vs. MEM,MEM,103,95,nba.g.2018120220
25,BOVADA.LV,215,-260,6.5,-110,-6.5,-110,213,-105,-115,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",PHI,PHI vs. MEM,MEM,103,95,nba.g.2018120220
24,5dimes.eu,215,-235,6.5,-105,-6.5,-105,212,-103,-107,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",MEM,MEM @ PHI,PHI,95,103,nba.g.2018120220
25,BOVADA.LV,215,-260,6.5,-110,-6.5,-110,213,-105,-115,2018-12-02,"Sun, 02 Dec 2018 23:00:00 +0000",MEM,MEM @ PHI,PHI,95,103,nba.g.2018120220
24,5dimes.eu,-160,150,-3.5,-105,3.5,-105,223.5,-107,-103,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",DAL,DAL vs. LAC,LAC,114,110,nba.g.2018120206
25,BOVADA.LV,-160,140,-3.5,-110,3.5,-110,224,-110,-110,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",DAL,DAL vs. LAC,LAC,114,110,nba.g.2018120206
24,5dimes.eu,-160,150,-3.5,-105,3.5,-105,223.5,-107,-103,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",LAC,LAC @ DAL,DAL,110,114,nba.g.2018120206
25,BOVADA.LV,-160,140,-3.5,-110,3.5,-110,224,-110,-110,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",LAC,LAC @ DAL,DAL,110,114,nba.g.2018120206
24,5dimes.eu,-105,-105,-1,-112,1,102,217.5,-105,-105,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",SA,SA vs. POR,POR,131,118,nba.g.2018120224
25,BOVADA.LV,-115,-105,0,-110,0,-110,217,-115,-105,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",SA,SA vs. POR,POR,131,118,nba.g.2018120224
24,5dimes.eu,-105,-105,-1,-112,1,102,217.5,-105,-105,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",POR,POR @ SA,SA,118,131,nba.g.2018120224
25,BOVADA.LV,-115,-105,0,-110,0,-110,217,-115,-105,2018-12-02,"Mon, 03 Dec 2018 00:00:00 +0000",POR,POR @ SA,SA,118,131,nba.g.2018120224
24,5dimes.eu,-130,120,-2,-108,2,-102,217.5,-106,-104,2018-12-03,"Tue, 04 Dec 2018 00:00:00 +0000",DET,DET vs. OKC,OKC,83,110,nba.g.2018120308
25,BOVADA.LV,-135,115,-2.5,-105,2.5,-115,218,-110,-110,2018-12-03,"Tue, 04 Dec 2018 00:00:00 +0000",DET,DET vs. OKC,OKC,83,110,nba.g.2018120308
24,5dimes.eu,-130,120,-2,-108,2,-102,217.5,-106,-104,2018-12-03,"Tue, 04 Dec 2018 00:00:00 +0000",OKC,OKC @ DET,DET,110,83,nba.g.2018120308
25,BOVADA.LV,-135,115,-2.5,-105,2.5,-115,218,-110,-110,2018-12-03,"Tue, 04 Dec 2018 00:00:00 +0000",OKC,OKC @ DET,DET,110,83,nba.g.2018120308
24,5dimes.eu,-705,570,-10.5,-108,10.5,-102,235.5,-105,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",ATL,ATL vs. GS,GS,111,128,nba.g.2018120301
25,BOVADA.LV,-700,450,-11.5,-105,11.5,-115,236,-110,-110,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",ATL,ATL vs. GS,GS,111,128,nba.g.2018120301
24,5dimes.eu,-705,570,-10.5,-108,10.5,-102,235.5,-105,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",GS,GS @ ATL,ATL,128,111,nba.g.2018120301
25,BOVADA.LV,-700,450,-11.5,-105,11.5,-115,236,-110,-110,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",GS,GS @ ATL,ATL,128,111,nba.g.2018120301
24,5dimes.eu,210,-230,5.5,-102,-5.5,-108,210.5,-102,-108,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",BKN,BKN vs. CLE,CLE,97,99,nba.g.2018120317
25,BOVADA.LV,200,-240,6,-110,-6,-110,211,-115,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",BKN,BKN vs. CLE,CLE,97,99,nba.g.2018120317
24,5dimes.eu,210,-230,5.5,-102,-5.5,-108,210.5,-102,-108,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",CLE,CLE @ BKN,BKN,99,97,nba.g.2018120317
25,BOVADA.LV,200,-240,6,-110,-6,-110,211,-115,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",CLE,CLE @ BKN,BKN,99,97,nba.g.2018120317
24,5dimes.eu,-130,120,-2,-108,2,-102,229,-104,-106,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",NY,NY vs. WAS,WAS,107,110,nba.g.2018120318
25,BOVADA.LV,-135,115,-2.5,-110,2.5,-110,229,-115,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",NY,NY vs. WAS,WAS,107,110,nba.g.2018120318
24,5dimes.eu,-130,120,-2,-108,2,-102,229,-104,-106,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",WAS,WAS @ NY,NY,110,107,nba.g.2018120318
25,BOVADA.LV,-135,115,-2.5,-110,2.5,-110,229,-115,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",WAS,WAS @ NY,NY,110,107,nba.g.2018120318
24,5dimes.eu,248,-270,7,-106,-7,-104,219,-105,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",TOR,TOR vs. DEN,DEN,103,106,nba.g.2018120328
25,BOVADA.LV,230,-280,7,-110,-7,-110,219,-105,-115,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",TOR,TOR vs. DEN,DEN,103,106,nba.g.2018120328
24,5dimes.eu,248,-270,7,-106,-7,-104,219,-105,-105,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",DEN,DEN @ TOR,TOR,106,103,nba.g.2018120328
25,BOVADA.LV,230,-280,7,-110,-7,-110,219,-105,-115,2018-12-03,"Tue, 04 Dec 2018 00:30:00 +0000",DEN,DEN @ TOR,TOR,106,103,nba.g.2018120328
24,5dimes.eu,107,-117,1.5,-105,-1.5,-105,234.5,-105,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",NO,NO vs. LAC,LAC,126,129,nba.g.2018120303
25,BOVADA.LV,105,-125,1.5,-110,-1.5,-110,234,-115,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",NO,NO vs. LAC,LAC,126,129,nba.g.2018120303
24,5dimes.eu,107,-117,1.5,-105,-1.5,-105,234.5,-105,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",LAC,LAC @ NO,NO,129,126,nba.g.2018120303
25,BOVADA.LV,105,-125,1.5,-110,-1.5,-110,234,-115,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",LAC,LAC @ NO,NO,129,126,nba.g.2018120303
24,5dimes.eu,-130,120,-2,-108,2,-102,223,-105,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",MIN,MIN vs. HOU,HOU,103,91,nba.g.2018120316
25,BOVADA.LV,-145,125,-2,-115,2,-105,223,-115,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",MIN,MIN vs. HOU,HOU,103,91,nba.g.2018120316
24,5dimes.eu,-130,120,-2,-108,2,-102,223,-105,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",HOU,HOU @ MIN,MIN,91,103,nba.g.2018120316
25,BOVADA.LV,-145,125,-2,-115,2,-105,223,-115,-105,2018-12-03,"Tue, 04 Dec 2018 01:00:00 +0000",HOU,HOU @ MIN,MIN,91,103,nba.g.2018120316
24,5dimes.eu,310,-340,8,-105,-8,-105,211,-108,-102,2018-12-04,"Wed, 05 Dec 2018 00:00:00 +0000",IND,IND vs. CHI,CHI,96,90,nba.g.2018120411
25,BOVADA.LV,275,-350,8,-110,-8,-110,211,-110,-110,2018-12-04,"Wed, 05 Dec 2018 00:00:00 +0000",IND,IND vs. CHI,CHI,96,90,nba.g.2018120411
24,5dimes.eu,310,-340,8,-105,-8,-105,211,-108,-102,2018-12-04,"Wed, 05 Dec 2018 00:00:00 +0000",CHI,CHI @ IND,IND,90,96,nba.g.2018120411
25,BOVADA.LV,275,-350,8,-110,-8,-110,211,-110,-110,2018-12-04,"Wed, 05 Dec 2018 00:00:00 +0000",CHI,CHI @ IND,IND,90,96,nba.g.2018120411
24,5dimes.eu,130,-140,2.5,-101,-2.5,-109,208,-105,-105,2018-12-04,"Wed, 05 Dec 2018 00:30:00 +0000",MIA,MIA vs. ORL,ORL,90,105,nba.g.2018120414
25,BOVADA.LV,125,-145,2.5,-110,-2.5,-110,208,-115,-105,2018-12-04,"Wed, 05 Dec 2018 00:30:00 +0000",MIA,MIA vs. ORL,ORL,90,105,nba.g.2018120414
24,5dimes.eu,130,-140,2.5,-101,-2.5,-109,208,-105,-105,2018-12-04,"Wed, 05 Dec 2018 00:30:00 +0000",ORL,ORL @ MIA,MIA,105,90,nba.g.2018120414
25,BOVADA.LV,125,-145,2.5,-110,-2.5,-110,208,-115,-105,2018-12-04,"Wed, 05 Dec 2018 00:30:00 +0000",ORL,ORL @ MIA,MIA,105,90,nba.g.2018120414
24,5dimes.eu,107,-117,1.5,-108,-1.5,-102,216.5,-103,-107,2018-12-04,"Wed, 05 Dec 2018 01:30:00 +0000",DAL,DAL vs. POR,POR,111,102,nba.g.2018120406
25,BOVADA.LV,100,-120,1.5,-110,-1.5,-110,217,-115,-105,2018-12-04,"Wed, 05 Dec 2018 01:30:00 +0000",DAL,DAL vs. POR,POR,111,102,nba.g.2018120406
