,book_name,away_ml,home_ml,away_spread,away_line,home_spread,home_line,total,over_line,under_line,date,date_full,team,matchup,opp,points,points_opp,gid
101,BetMGM,155,-190,4.5,-105,-4.5,-115,226.5,-110,-110,2022-10-19,"Wed, 19 Oct 2022 23:30:00 +0000",MEM,MEM vs. NY,NY,115,112,nba.g.2022101929
99,"Stats, LLC",165,-195,4.5,-110,-4.5,-110,227,-110,-110,2022-10-19,"Wed, 19 Oct 2022 23:30:00 +0000",NY,NY @ MEM,MEM,112,115,nba.g.2022101929
101,BetMGM,155,-190,4.5,-105,-4.5,-115,226.5,-110,-110,2022-10-19,"Wed, 19 Oct 2022 23:30:00 +0000",NY,NY @ MEM,MEM,112,115,nba.g.2022101929
99,"Stats, LLC",450,-600,11,-110,-11,-110,226,-110,-110,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",MIN,MIN vs. OKC,OKC,115,108,nba.g.2022101916
101,BetMGM,450,-650,11.5,-110,-11.5,-110,226.5,-105,-115,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",MIN,MIN vs. OKC,OKC,115,108,nba.g.2022101916
99,"Stats, LLC",450,-600,11,-110,-11,-110,226,-110,-110,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",OKC,OKC @ MIN,MIN,108,115,nba.g.2022101916
101,BetMGM,450,-650,11.5,-110,-11.5,-110,226.5,-105,-115,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",OKC,OKC @ MIN,MIN,108,115,nba.g.2022101916
99,"Stats, LLC",-115,-105,-1,-110,1,-110,221.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",SA,SA vs. CHA,CHA,102,129,nba.g.2022101924
101,BetMGM,-110,-110,-1.5,100,1.5,-120,216.5,-165,135,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",SA,SA vs. CHA,CHA,102,129,nba.g.2022101924
99,"Stats, LLC",-115,-105,-1,-110,1,-110,221.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",CHA,CHA @ SA,SA,129,102,nba.g.2022101924
101,BetMGM,-110,-110,-1.5,100,1.5,-120,216.5,-165,135,2022-10-19,"Thu, 20 Oct 2022 00:00:00 +0000",CHA,CHA @ SA,SA,129,102,nba.g.2022101924
99,"Stats, LLC",-270,220,-7,-110,7,-110,225.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 01:00:00 +0000",UTA,UTA vs. DEN,DEN,123,102,nba.g.2022101926
101,BetMGM,-275,225,-6.5,-115,6.5,-105,225.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 01:00:00 +0000",UTA,UTA vs. DEN,DEN,123,102,nba.g.2022101926
99,"Stats, LLC",-270,220,-7,-110,7,-110,225.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 01:00:00 +0000",DEN,DEN @ UTA,UTA,102,123,nba.g.2022101926
101,BetMGM,-275,225,-6.5,-115,6.5,-105,225.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 01:00:00 +0000",DEN,DEN @ UTA,UTA,102,123,nba.g.2022101926
99,"Stats, LLC",150,-180,4,-110,-4,-110,218,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",PHO,PHO vs. DAL,DAL,107,105,nba.g.2022101921
101,BetMGM,150,-185,4.5,-110,-4.5,-110,218.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",PHO,PHO vs. DAL,DAL,107,105,nba.g.2022101921
99,"Stats, LLC",150,-180,4,-110,-4,-110,218,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",DAL,DAL @ PHO,PHO,105,107,nba.g.2022101921
101,BetMGM,150,-185,4.5,-110,-4.5,-110,218.5,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",DAL,DAL @ PHO,PHO,105,107,nba.g.2022101921
99,"Stats, LLC",145,-170,3.5,-110,-3.5,-110,230,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",SAC,SAC vs. POR,POR,108,115,nba.g.2022101923
101,BetMGM,125,-155,3.5,-115,-3.5,-105,229.5,-115,-105,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",SAC,SAC vs. POR,POR,108,115,nba.g.2022101923
99,"Stats, LLC",145,-170,3.5,-110,-3.5,-110,230,-110,-110,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",POR,POR @ SAC,SAC,115,108,nba.g.2022101923
101,BetMGM,125,-155,3.5,-115,-3.5,-105,229.5,-115,-105,2022-10-19,"Thu, 20 Oct 2022 02:00:00 +0000",POR,POR @ SAC,SAC,115,108,nba.g.2022101923
99,"Stats, LLC",150,-180,4,-110,-4,-110,224.5,-110,-110,2022-10-20,"Thu, 20 Oct 2022 23:30:00 +0000",PHI,PHI vs. MIL,MIL,88,90,nba.g.2022102020
101,BetMGM,145,-175,4.5,-115,-4.5,-105,223.5,-110,-110,2022-10-20,"Thu, 20 Oct 2022 23:30:00 +0000",PHI,PHI vs. MIL,MIL,88,90,nba.g.2022102020
99,"Stats, LLC",150,-180,4,-110,-4,-110,224.5,-110,-110,2022-10-20,"Thu, 20 Oct 2022 23:30:00 +0000",MIL,MIL @ PHI,PHI,90,88,nba.g.2022102020
101,BetMGM,145,-175,4.5,-115,-4.5,-105,223.5,-110,-110,2022-10-20,"Thu, 20 Oct 2022 23:30:00 +0000",MIL,MIL @ PHI,PHI,90,88,nba.g.2022102020
99,"Stats, LLC",-200,170,-5,-110,5,-110,227,-110,-110,2022-10-20,"Fri, 21 Oct 2022 02:00:00 +0000",LAL,LAL vs. LAC,LAC,97,103,nba.g.2022102013
101,BetMGM,-190,155,-4.5,-110,4.5,-110,226.5,-110,-110,2022-10-20,"Fri, 21 Oct 2022 02:00:00 +0000",LAL,LAL vs. LAC,LAC,97,103,nba.g.2022102013
99,"Stats, LLC",-200,170,-5,-110,5,-110,227,-110,-110,2022-10-20,"Fri, 21 Oct 2022 02:00:00 +0000",LAC,LAC @ LAL,LAL,103,97,nba.g.2022102013
101,BetMGM,-190,155,-4.5,-110,4.5,-110,226.5,-110,-110,2022-10-20,"Fri, 21 Oct 2022 02:00:00 +0000",LAC,LAC @ LAL,LAL,103,97,nba.g.2022102013
99,"Stats, LLC",105,-125,1.5,-110,-1.5,-110,232.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",IND,IND vs. SA,SA,134,137,nba.g.2022102111
101,BetMGM,100,-120,1.5,-110,-1.5,-110,232.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",IND,IND vs. SA,SA,134,137,nba.g.2022102111
99,"Stats, LLC",105,-125,1.5,-110,-1.5,-110,232.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",SA,SA @ IND,IND,137,134,nba.g.2022102111
101,BetMGM,100,-120,1.5,-110,-1.5,-110,232.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",SA,SA @ IND,IND,137,134,nba.g.2022102111
99,"Stats, LLC",110,-130,2,-110,-2,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",WAS,WAS vs. CHI,CHI,102,100,nba.g.2022102127
101,BetMGM,110,-135,2.5,-115,-2.5,-105,220.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",WAS,WAS vs. CHI,CHI,102,100,nba.g.2022102127
99,"Stats, LLC",110,-130,2,-110,-2,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",CHI,CHI @ WAS,WAS,100,102,nba.g.2022102127
101,BetMGM,110,-135,2.5,-115,-2.5,-105,220.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",CHI,CHI @ WAS,WAS,100,102,nba.g.2022102127
99,"Stats, LLC",-275,225,-7,-110,7,-110,226,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",CHA,CHA vs. NO,NO,112,124,nba.g.2022102130
101,BetMGM,-275,220,-6.5,-110,6.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",CHA,CHA vs. NO,NO,112,124,nba.g.2022102130
99,"Stats, LLC",-275,225,-7,-110,7,-110,226,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",NO,NO @ CHA,CHA,124,112,nba.g.2022102130
101,BetMGM,-275,220,-6.5,-110,6.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:00:00 +0000",NO,NO @ CHA,CHA,124,112,nba.g.2022102130
99,"Stats, LLC",315,-410,9,-110,-9,-110,225.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",ATL,ATL vs. ORL,ORL,108,98,nba.g.2022102101
101,BetMGM,300,-400,9.5,-115,-9.5,-105,225.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",ATL,ATL vs. ORL,ORL,108,98,nba.g.2022102101
99,"Stats, LLC",315,-410,9,-110,-9,-110,225.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",ORL,ORL @ ATL,ATL,98,108,nba.g.2022102101
101,BetMGM,300,-400,9.5,-115,-9.5,-105,225.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",ORL,ORL @ ATL,ATL,98,108,nba.g.2022102101
99,"Stats, LLC",-135,115,-2,-110,2,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",MIA,MIA vs. BOS,BOS,104,111,nba.g.2022102114
101,BetMGM,-135,110,-2.5,-105,2.5,-115,221.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",MIA,MIA vs. BOS,BOS,104,111,nba.g.2022102114
99,"Stats, LLC",-135,115,-2,-110,2,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",BOS,BOS @ MIA,MIA,111,104,nba.g.2022102114
101,BetMGM,-135,110,-2.5,-105,2.5,-115,221.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",BOS,BOS @ MIA,MIA,111,104,nba.g.2022102114
99,"Stats, LLC",125,-145,2.5,-110,-2.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",BKN,BKN vs. TOR,TOR,109,105,nba.g.2022102117
101,BetMGM,115,-140,2.5,-110,-2.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",BKN,BKN vs. TOR,TOR,109,105,nba.g.2022102117
99,"Stats, LLC",125,-145,2.5,-110,-2.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",TOR,TOR @ BKN,BKN,105,109,nba.g.2022102117
101,BetMGM,115,-140,2.5,-110,-2.5,-110,226.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",TOR,TOR @ BKN,BKN,105,109,nba.g.2022102117
99,"Stats, LLC",235,-290,7,-110,-7,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",NY,NY vs. DET,DET,130,106,nba.g.2022102118
101,BetMGM,240,-300,7.5,-115,-7.5,-105,220.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",NY,NY vs. DET,DET,130,106,nba.g.2022102118
99,"Stats, LLC",235,-290,7,-110,-7,-110,221,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",DET,DET @ NY,NY,106,130,nba.g.2022102118
101,BetMGM,240,-300,7.5,-115,-7.5,-105,220.5,-110,-110,2022-10-21,"Fri, 21 Oct 2022 23:30:00 +0000",DET,DET @ NY,NY,106,130,nba.g.2022102118
99,"Stats, LLC",-280,230,-7,-110,7,-110,230.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",HOU,HOU vs. MEM,MEM,122,129,nba.g.2022102110
101,BetMGM,-275,220,-6.5,-115,6.5,-105,232.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",HOU,HOU vs. MEM,MEM,122,129,nba.g.2022102110
99,"Stats, LLC",-280,230,-7,-110,7,-110,230.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",MEM,MEM @ HOU,HOU,129,122,nba.g.2022102110
101,BetMGM,-275,220,-6.5,-115,6.5,-105,232.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",MEM,MEM @ HOU,HOU,129,122,nba.g.2022102110
99,"Stats, LLC",265,-330,8,-110,-8,-110,227,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",MIN,MIN vs. UTA,UTA,126,132,nba.g.2022102116
101,BetMGM,260,-350,7.5,-105,-7.5,-115,226.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",MIN,MIN vs. UTA,UTA,126,132,nba.g.2022102116
99,"Stats, LLC",265,-330,8,-110,-8,-110,227,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",UTA,UTA @ MIN,MIN,132,126,nba.g.2022102116
101,BetMGM,260,-350,7.5,-105,-7.5,-115,226.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 00:00:00 +0000",UTA,UTA @ MIN,MIN,132,126,nba.g.2022102116
99,"Stats, LLC",180,-220,5.5,-110,-5.5,-110,229.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",GS,GS vs. DEN,DEN,123,128,nba.g.2022102109
101,BetMGM,180,-225,5.5,-110,-5.5,-110,229.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",GS,GS vs. DEN,DEN,123,128,nba.g.2022102109
99,"Stats, LLC",180,-220,5.5,-110,-5.5,-110,229.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",DEN,DEN @ GS,GS,128,123,nba.g.2022102109
101,BetMGM,180,-225,5.5,-110,-5.5,-110,229.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",DEN,DEN @ GS,GS,128,123,nba.g.2022102109
99,"Stats, LLC",-210,175,-5,-115,5,-105,224,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",POR,POR vs. PHO,PHO,113,111,nba.g.2022102122
101,BetMGM,-225,180,-5.5,-105,5.5,-115,224.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",POR,POR vs. PHO,PHO,113,111,nba.g.2022102122
99,"Stats, LLC",-210,175,-5,-115,5,-105,224,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",PHO,PHO @ POR,POR,111,113,nba.g.2022102122
101,BetMGM,-225,180,-5.5,-105,5.5,-115,224.5,-110,-110,2022-10-21,"Sat, 22 Oct 2022 02:00:00 +0000",PHO,PHO @ POR,POR,111,113,nba.g.2022102122
99,"Stats, LLC",665,-930,13.5,-110,-13.5,-110,224.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 22:00:00 +0000",PHI,PHI vs. SA,SA,105,114,nba.g.2022102220
101,BetMGM,600,-900,13.5,-110,-13.5,-110,224.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 22:00:00 +0000",PHI,PHI vs. SA,SA,105,114,nba.g.2022102220
99,"Stats, LLC",665,-930,13.5,-110,-13.5,-110,224.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 22:00:00 +0000",SA,SA @ PHI,PHI,114,105,nba.g.2022102220
101,BetMGM,600,-900,13.5,-110,-13.5,-110,224.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 22:00:00 +0000",SA,SA @ PHI,PHI,114,105,nba.g.2022102220
99,"Stats, LLC",-105,-115,1,-110,-1,-110,232,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",IND,IND vs. DET,DET,124,115,nba.g.2022102211
101,BetMGM,100,-120,1.5,-115,-1.5,-105,231.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",IND,IND vs. DET,DET,124,115,nba.g.2022102211
99,"Stats, LLC",-105,-115,1,-110,-1,-110,232,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",DET,DET @ IND,IND,115,124,nba.g.2022102211
101,BetMGM,100,-120,1.5,-115,-1.5,-105,231.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",DET,DET @ IND,IND,115,124,nba.g.2022102211
99,"Stats, LLC",-390,305,-8.5,-110,8.5,-110,215.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",ORL,ORL vs. BOS,BOS,120,126,nba.g.2022102219
101,BetMGM,-375,290,-8.5,-110,8.5,-110,215.5,-115,-105,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",ORL,ORL vs. BOS,BOS,120,126,nba.g.2022102219
99,"Stats, LLC",-390,305,-8.5,-110,8.5,-110,215.5,-110,-110,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",BOS,BOS @ ORL,ORL,126,120,nba.g.2022102219
101,BetMGM,-375,290,-8.5,-110,8.5,-110,215.5,-115,-105,2022-10-22,"Sat, 22 Oct 2022 23:00:00 +0000",BOS,BOS @ ORL,ORL,126,120,nba.g.2022102219
99,"Stats, LLC",-125,105,-1.5,-110,1.5,-110,221,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",CHI,CHI vs. CLE,CLE,96,128,nba.g.2022102204
101,BetMGM,-125,105,-1.5,-115,1.5,-105,220.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",CHI,CHI vs. CLE,CLE,96,128,nba.g.2022102204
99,"Stats, LLC",-125,105,-1.5,-110,1.5,-110,221,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",CLE,CLE @ CHI,CHI,128,96,nba.g.2022102204
101,BetMGM,-125,105,-1.5,-115,1.5,-105,220.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",CLE,CLE @ CHI,CHI,128,96,nba.g.2022102204
99,"Stats, LLC",140,-165,3.5,-110,-3.5,-110,216.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",MIA,MIA vs. TOR,TOR,112,109,nba.g.2022102214
101,BetMGM,135,-160,3.5,-110,-3.5,-110,216.5,-115,-105,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",MIA,MIA vs. TOR,TOR,112,109,nba.g.2022102214
99,"Stats, LLC",140,-165,3.5,-110,-3.5,-110,216.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",TOR,TOR @ MIA,MIA,109,112,nba.g.2022102214
101,BetMGM,135,-160,3.5,-110,-3.5,-110,216.5,-115,-105,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",TOR,TOR @ MIA,MIA,109,112,nba.g.2022102214
99,"Stats, LLC",655,-910,13.5,-110,-13.5,-110,227.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",MIL,MIL vs. HOU,HOU,125,105,nba.g.2022102215
101,BetMGM,575,-900,12.5,-105,-12.5,-115,227.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",MIL,MIL vs. HOU,HOU,125,105,nba.g.2022102215
99,"Stats, LLC",655,-910,13.5,-110,-13.5,-110,227.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",HOU,HOU @ MIL,MIL,105,125,nba.g.2022102215
101,BetMGM,575,-900,12.5,-105,-12.5,-115,227.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:00:00 +0000",HOU,HOU @ MIL,MIL,105,125,nba.g.2022102215
99,"Stats, LLC",185,-225,5.5,-110,-5.5,-110,220,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:30:00 +0000",DAL,DAL vs. MEM,MEM,137,96,nba.g.2022102206
101,BetMGM,180,-225,5.5,-110,-5.5,-110,220.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:30:00 +0000",DAL,DAL vs. MEM,MEM,137,96,nba.g.2022102206
99,"Stats, LLC",185,-225,5.5,-110,-5.5,-110,220,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:30:00 +0000",MEM,MEM @ DAL,DAL,96,137,nba.g.2022102206
101,BetMGM,180,-225,5.5,-110,-5.5,-110,220.5,-110,-110,2022-10-22,"Sun, 23 Oct 2022 00:30:00 +0000",MEM,MEM @ DAL,DAL,96,137,nba.g.2022102206
99,"Stats, LLC",320,-420,9,-110,-9,-110,227,-110,-110,2022-10-22,"Sun, 23 Oct 2022 01:00:00 +0000",DEN,DEN vs. OKC,OKC,122,117,nba.g.2022102207
101,BetMGM,300,-375,8.5,-110,-8.5,-110,227.5,-115,-105,2022-10-22,"Sun, 23 Oct 2022 01:00:00 +0000",DEN,DEN vs. OKC,OKC,122,117,nba.g.2022102207
