,book_name,away_ml,home_ml,away_spread,away_line,home_spread,home_line,total,over_line,under_line,date,date_full,team,matchup,opp,points,points_opp,gid
24,5dimes.eu,240,-260,6.5,-103,-6.5,-107,218,-103,-107,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",WAS,WAS vs. PHI,PHI,120,115,nba.g.2017101827
25,BOVADA.LV,235,-275,6.5,-115,-6.5,-105,218,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",WAS,WAS vs. PHI,PHI,120,115,nba.g.2017101827
29,MYBookie.ag,225,-275,6.5,-110,-6.5,-110,217.5,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",WAS,WAS vs. PHI,PHI,120,115,nba.g.2017101827
24,5dimes.eu,240,-260,6.5,-103,-6.5,-107,218,-103,-107,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",PHI,PHI @ WAS,WAS,115,120,nba.g.2017101827
25,BOVADA.LV,235,-275,6.5,-115,-6.5,-105,218,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",PHI,PHI @ WAS,WAS,115,120,nba.g.2017101827
29,MYBookie.ag,225,-275,6.5,-110,-6.5,-110,217.5,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:00:00 +0000",PHI,PHI @ WAS,WAS,115,120,nba.g.2017101827
24,5dimes.eu,108,-118,1.5,-102,-1.5,-108,203,-108,-102,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",BOS,BOS vs. MIL,MIL,100,108,nba.g.2017101802
25,BOVADA.LV,105,-125,1.5,-110,-1.5,-110,204,-105,-115,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",BOS,BOS vs. MIL,MIL,100,108,nba.g.2017101802
29,MYBookie.ag,120,-140,1.5,-110,-1.5,-110,203,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",BOS,BOS vs. MIL,MIL,100,108,nba.g.2017101802
24,5dimes.eu,108,-118,1.5,-102,-1.5,-108,203,-108,-102,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",MIL,MIL @ BOS,BOS,108,100,nba.g.2017101802
25,BOVADA.LV,105,-125,1.5,-110,-1.5,-110,204,-105,-115,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",MIL,MIL @ BOS,BOS,108,100,nba.g.2017101802
29,MYBookie.ag,120,-140,1.5,-110,-1.5,-110,203,-110,-110,2017-10-18,"Wed, 18 Oct 2017 23:30:00 +0000",MIL,MIL @ BOS,BOS,108,100,nba.g.2017101802
24,5dimes.eu,120,-130,2,-102,-2,-108,204.5,-105,-105,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",MEM,MEM vs. NO,NO,103,91,nba.g.2017101829
25,BOVADA.LV,110,-130,2,-110,-2,-110,204,-115,-105,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",MEM,MEM vs. NO,NO,103,91,nba.g.2017101829
29,MYBookie.ag,110,-130,2,-110,-2,-110,204.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",MEM,MEM vs. NO,NO,103,91,nba.g.2017101829
24,5dimes.eu,120,-130,2,-102,-2,-108,204.5,-105,-105,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",NO,NO @ MEM,MEM,91,103,nba.g.2017101829
25,BOVADA.LV,110,-130,2,-110,-2,-110,204,-115,-105,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",NO,NO @ MEM,MEM,91,103,nba.g.2017101829
29,MYBookie.ag,110,-130,2,-110,-2,-110,204.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:00:00 +0000",NO,NO @ MEM,MEM,91,103,nba.g.2017101829
24,5dimes.eu,195,-215,5.5,-107,-5.5,-103,199,-105,-105,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",DAL,DAL vs. ATL,ATL,111,117,nba.g.2017101806
25,BOVADA.LV,190,-230,5.5,-110,-5.5,-110,199,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",DAL,DAL vs. ATL,ATL,111,117,nba.g.2017101806
29,MYBookie.ag,185,-225,5.5,-110,-5.5,-110,199,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",DAL,DAL vs. ATL,ATL,111,117,nba.g.2017101806
24,5dimes.eu,195,-215,5.5,-107,-5.5,-103,199,-105,-105,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",ATL,ATL @ DAL,DAL,117,111,nba.g.2017101806
25,BOVADA.LV,190,-230,5.5,-110,-5.5,-110,199,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",ATL,ATL @ DAL,DAL,117,111,nba.g.2017101806
29,MYBookie.ag,185,-225,5.5,-110,-5.5,-110,199,-110,-110,2017-10-18,"Thu, 19 Oct 2017 00:30:00 +0000",ATL,ATL @ DAL,DAL,117,111,nba.g.2017101806
24,5dimes.eu,130,-140,2.5,-105,-2.5,-105,204.5,-107,-103,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",UTA,UTA vs. DEN,DEN,106,96,nba.g.2017101826
25,BOVADA.LV,115,-135,2.5,-110,-2.5,-110,204,-115,-105,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",UTA,UTA vs. DEN,DEN,106,96,nba.g.2017101826
29,MYBookie.ag,125,-145,2.5,-110,-2.5,-110,205,-110,-110,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",UTA,UTA vs. DEN,DEN,106,96,nba.g.2017101826
24,5dimes.eu,130,-140,2.5,-105,-2.5,-105,204.5,-107,-103,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",DEN,DEN @ UTA,UTA,96,106,nba.g.2017101826
25,BOVADA.LV,115,-135,2.5,-110,-2.5,-110,204,-115,-105,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",DEN,DEN @ UTA,UTA,96,106,nba.g.2017101826
29,MYBookie.ag,125,-145,2.5,-110,-2.5,-110,205,-110,-110,2017-10-18,"Thu, 19 Oct 2017 01:00:00 +0000",DEN,DEN @ UTA,UTA,96,106,nba.g.2017101826
24,5dimes.eu,102,-112,1,-103,-1,-107,203.5,-105,-105,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",SA,SA vs. MIN,MIN,107,99,nba.g.2017101824
25,BOVADA.LV,-105,-115,1,-110,-1,-110,204,-105,-115,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",SA,SA vs. MIN,MIN,107,99,nba.g.2017101824
29,MYBookie.ag,110,-130,1,-110,-1,-110,203.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",SA,SA vs. MIN,MIN,107,99,nba.g.2017101824
24,5dimes.eu,102,-112,1,-103,-1,-107,203.5,-105,-105,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",MIN,MIN @ SA,SA,99,107,nba.g.2017101824
25,BOVADA.LV,-105,-115,1,-110,-1,-110,204,-105,-115,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",MIN,MIN @ SA,SA,99,107,nba.g.2017101824
29,MYBookie.ag,110,-130,1,-110,-1,-110,203.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 01:30:00 +0000",MIN,MIN @ SA,SA,99,107,nba.g.2017101824
24,5dimes.eu,-135,125,-2.5,-104,2.5,-106,219.5,-102,-108,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",PHO,PHO vs. POR,POR,76,124,nba.g.2017101821
25,BOVADA.LV,-145,125,-2.5,-115,2.5,-105,219,-105,-115,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",PHO,PHO vs. POR,POR,76,124,nba.g.2017101821
29,MYBookie.ag,-140,120,-2.5,-110,2.5,-110,219,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",PHO,PHO vs. POR,POR,76,124,nba.g.2017101821
24,5dimes.eu,-135,125,-2.5,-104,2.5,-106,219.5,-102,-108,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",POR,POR @ PHO,PHO,124,76,nba.g.2017101821
25,BOVADA.LV,-145,125,-2.5,-115,2.5,-105,219,-105,-115,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",POR,POR @ PHO,PHO,124,76,nba.g.2017101821
29,MYBookie.ag,-140,120,-2.5,-110,2.5,-110,219,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",POR,POR @ PHO,PHO,124,76,nba.g.2017101821
24,5dimes.eu,-290,260,-7,-105,7,-105,216.5,-108,-102,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",SAC,SAC vs. HOU,HOU,100,105,nba.g.2017101823
25,BOVADA.LV,-310,255,-7.5,-105,7.5,-115,217,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",SAC,SAC vs. HOU,HOU,100,105,nba.g.2017101823
29,MYBookie.ag,-310,250,-7,-110,7,-110,216.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",SAC,SAC vs. HOU,HOU,100,105,nba.g.2017101823
24,5dimes.eu,-290,260,-7,-105,7,-105,216.5,-108,-102,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",HOU,HOU @ SAC,SAC,105,100,nba.g.2017101823
25,BOVADA.LV,-310,255,-7.5,-105,7.5,-115,217,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",HOU,HOU @ SAC,SAC,105,100,nba.g.2017101823
29,MYBookie.ag,-310,250,-7,-110,7,-110,216.5,-110,-110,2017-10-18,"Thu, 19 Oct 2017 02:00:00 +0000",HOU,HOU @ SAC,SAC,105,100,nba.g.2017101823
24,5dimes.eu,875,-1075,13.5,-105,-13.5,-105,207.5,-105,-105,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",TOR,TOR vs. CHI,CHI,117,100,nba.g.2017101928
25,BOVADA.LV,725,-1300,13.5,-110,-13.5,-110,207,-115,-105,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",TOR,TOR vs. CHI,CHI,117,100,nba.g.2017101928
29,MYBookie.ag,790,-1180,13.5,-110,-13.5,-110,207,-110,-110,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",TOR,TOR vs. CHI,CHI,117,100,nba.g.2017101928
24,5dimes.eu,875,-1075,13.5,-105,-13.5,-105,207.5,-105,-105,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",CHI,CHI @ TOR,TOR,100,117,nba.g.2017101928
25,BOVADA.LV,725,-1300,13.5,-110,-13.5,-110,207,-115,-105,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",CHI,CHI @ TOR,TOR,100,117,nba.g.2017101928
29,MYBookie.ag,790,-1180,13.5,-110,-13.5,-110,207,-110,-110,2017-10-19,"Thu, 19 Oct 2017 23:30:00 +0000",CHI,CHI @ TOR,TOR,100,117,nba.g.2017101928
24,5dimes.eu,600,-750,12,-105,-12,-105,215.5,-105,-105,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",OKC,OKC vs. NY,NY,105,84,nba.g.2017101925
25,BOVADA.LV,550,-900,13,-115,-13,-105,216,-110,-110,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",OKC,OKC vs. NY,NY,105,84,nba.g.2017101925
29,MYBookie.ag,570,-820,12,-110,-12,-110,215.5,-110,-110,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",OKC,OKC vs. NY,NY,105,84,nba.g.2017101925
24,5dimes.eu,600,-750,12,-105,-12,-105,215.5,-105,-105,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",NY,NY @ OKC,OKC,84,105,nba.g.2017101925
25,BOVADA.LV,550,-900,13,-115,-13,-105,216,-110,-110,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",NY,NY @ OKC,OKC,84,105,nba.g.2017101925
29,MYBookie.ag,570,-820,12,-110,-12,-110,215.5,-110,-110,2017-10-19,"Fri, 20 Oct 2017 00:00:00 +0000",NY,NY @ OKC,OKC,84,105,nba.g.2017101925
24,5dimes.eu,-230,210,-6.5,-102,6.5,-108,219,-105,-105,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAL,LAL vs. LAC,LAC,92,108,nba.g.2017101913
25,BOVADA.LV,-230,190,-6,-110,6,-110,220,-110,-110,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAL,LAL vs. LAC,LAC,92,108,nba.g.2017101913
29,MYBookie.ag,-250,200,-6.5,-110,6.5,-110,219,-110,-110,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAL,LAL vs. LAC,LAC,92,108,nba.g.2017101913
24,5dimes.eu,-230,210,-6.5,-102,6.5,-108,219,-105,-105,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAC,LAC @ LAL,LAL,108,92,nba.g.2017101913
25,BOVADA.LV,-230,190,-6,-110,6,-110,220,-110,-110,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAC,LAC @ LAL,LAL,108,92,nba.g.2017101913
29,MYBookie.ag,-250,200,-6.5,-110,6.5,-110,219,-110,-110,2017-10-19,"Fri, 20 Oct 2017 02:30:00 +0000",LAC,LAC @ LAL,LAL,108,92,nba.g.2017101913
24,5dimes.eu,-200,185,-5.5,-108,5.5,-102,219,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",IND,IND vs. POR,POR,96,114,nba.g.2017102011
25,BOVADA.LV,-225,185,-6,-110,6,-110,220,-115,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",IND,IND vs. POR,POR,96,114,nba.g.2017102011
29,MYBookie.ag,-220,180,-5.5,-110,5.5,-110,219.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",IND,IND vs. POR,POR,96,114,nba.g.2017102011
24,5dimes.eu,-200,185,-5.5,-108,5.5,-102,219,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",POR,POR @ IND,IND,114,96,nba.g.2017102011
25,BOVADA.LV,-225,185,-6,-110,6,-110,220,-115,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",POR,POR @ IND,IND,114,96,nba.g.2017102011
29,MYBookie.ag,-220,180,-5.5,-110,5.5,-110,219.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",POR,POR @ IND,IND,114,96,nba.g.2017102011
24,5dimes.eu,110,-120,1.5,-105,-1.5,-105,209.5,-108,-102,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",MIL,MIL vs. CLE,CLE,97,116,nba.g.2017102015
25,BOVADA.LV,-120,100,-1,-115,1,-105,210,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",MIL,MIL vs. CLE,CLE,97,116,nba.g.2017102015
29,MYBookie.ag,-130,110,1,-110,-1,-110,209.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",MIL,MIL vs. CLE,CLE,97,116,nba.g.2017102015
24,5dimes.eu,110,-120,1.5,-105,-1.5,-105,209.5,-108,-102,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CLE,CLE @ MIL,MIL,116,97,nba.g.2017102015
25,BOVADA.LV,-120,100,-1,-115,1,-105,210,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CLE,CLE @ MIL,MIL,116,97,nba.g.2017102015
29,MYBookie.ag,-130,110,1,-110,-1,-110,209.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CLE,CLE @ MIL,MIL,116,97,nba.g.2017102015
24,5dimes.eu,135,-145,3,-107,-3,-103,216.5,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",PHI,PHI vs. BOS,BOS,92,102,nba.g.2017102020
25,BOVADA.LV,120,-140,3,-110,-3,-110,216,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",PHI,PHI vs. BOS,BOS,92,102,nba.g.2017102020
29,MYBookie.ag,130,-150,3,-110,-3,-110,216.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",PHI,PHI vs. BOS,BOS,92,102,nba.g.2017102020
24,5dimes.eu,135,-145,3,-107,-3,-103,216.5,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",BOS,BOS @ PHI,PHI,102,92,nba.g.2017102020
25,BOVADA.LV,120,-140,3,-110,-3,-110,216,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",BOS,BOS @ PHI,PHI,102,92,nba.g.2017102020
29,MYBookie.ag,130,-150,3,-110,-3,-110,216.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",BOS,BOS @ PHI,PHI,102,92,nba.g.2017102020
24,5dimes.eu,235,-255,6.5,-101,-6.5,-109,211.5,-103,-107,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",WAS,WAS vs. DET,DET,115,111,nba.g.2017102027
25,BOVADA.LV,230,-270,6.5,-110,-6.5,-110,212,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",WAS,WAS vs. DET,DET,115,111,nba.g.2017102027
29,MYBookie.ag,230,-280,6.5,-110,-6.5,-110,211.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",WAS,WAS vs. DET,DET,115,111,nba.g.2017102027
24,5dimes.eu,235,-255,6.5,-101,-6.5,-109,211.5,-103,-107,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",DET,DET @ WAS,WAS,111,115,nba.g.2017102027
25,BOVADA.LV,230,-270,6.5,-110,-6.5,-110,212,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",DET,DET @ WAS,WAS,111,115,nba.g.2017102027
29,MYBookie.ag,230,-280,6.5,-110,-6.5,-110,211.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",DET,DET @ WAS,WAS,111,115,nba.g.2017102027
24,5dimes.eu,167,-178,4.5,-109,-4.5,-101,205.5,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CHA,CHA vs. ATL,ATL,109,91,nba.g.2017102030
25,BOVADA.LV,165,-190,4.5,-110,-4.5,-110,205,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CHA,CHA vs. ATL,ATL,109,91,nba.g.2017102030
29,MYBookie.ag,160,-190,4.5,-110,-4.5,-110,205.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",CHA,CHA vs. ATL,ATL,109,91,nba.g.2017102030
24,5dimes.eu,167,-178,4.5,-109,-4.5,-101,205.5,-105,-105,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",ATL,ATL @ CHA,CHA,91,109,nba.g.2017102030
25,BOVADA.LV,165,-190,4.5,-110,-4.5,-110,205,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",ATL,ATL @ CHA,CHA,91,109,nba.g.2017102030
29,MYBookie.ag,160,-190,4.5,-110,-4.5,-110,205.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:00:00 +0000",ATL,ATL @ CHA,CHA,91,109,nba.g.2017102030
24,5dimes.eu,115,-125,2,-105,-2,-105,226.5,-103,-107,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",BKN,BKN vs. ORL,ORL,126,121,nba.g.2017102017
25,BOVADA.LV,110,-130,2,-105,-2,-115,226,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",BKN,BKN vs. ORL,ORL,126,121,nba.g.2017102017
29,MYBookie.ag,110,-130,2,-110,-2,-110,226.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",BKN,BKN vs. ORL,ORL,126,121,nba.g.2017102017
24,5dimes.eu,115,-125,2,-105,-2,-105,226.5,-103,-107,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",ORL,ORL @ BKN,BKN,121,126,nba.g.2017102017
25,BOVADA.LV,110,-130,2,-105,-2,-115,226,-105,-115,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",ORL,ORL @ BKN,BKN,121,126,nba.g.2017102017
29,MYBookie.ag,110,-130,2,-110,-2,-110,226.5,-110,-110,2017-10-20,"Fri, 20 Oct 2017 23:30:00 +0000",ORL,ORL @ BKN,BKN,121,126,nba.g.2017102017
24,5dimes.eu,166,-177,4.5,-105,-4.5,-105,197,-102,-108,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",MIN,MIN vs. UTA,UTA,100,97,nba.g.2017102016
25,BOVADA.LV,165,-190,5,-115,-5,-105,197,-115,-105,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",MIN,MIN vs. UTA,UTA,100,97,nba.g.2017102016
29,MYBookie.ag,160,-190,4.5,-110,-4.5,-110,197,-110,-110,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",MIN,MIN vs. UTA,UTA,100,97,nba.g.2017102016
24,5dimes.eu,166,-177,4.5,-105,-4.5,-105,197,-102,-108,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",UTA,UTA @ MIN,MIN,97,100,nba.g.2017102016
25,BOVADA.LV,165,-190,5,-115,-5,-105,197,-115,-105,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",UTA,UTA @ MIN,MIN,97,100,nba.g.2017102016
29,MYBookie.ag,160,-190,4.5,-110,-4.5,-110,197,-110,-110,2017-10-20,"Sat, 21 Oct 2017 00:00:00 +0000",UTA,UTA @ MIN,MIN,97,100,nba.g.2017102016
24,5dimes.eu,185,-200,5.5,-103,-5.5,-107,202,-105,-105,2017-10-20,"Sat, 21 Oct 2017 00:30:00 +0000",DAL,DAL vs. SAC,SAC,88,93,nba.g.2017102006
25,BOVADA.LV,200,-240,6,-110,-6,-110,202,-115,-105,2017-10-20,"Sat, 21 Oct 2017 00:30:00 +0000",DAL,DAL vs. SAC,SAC,88,93,nba.g.2017102006
29,MYBookie.ag,195,-245,6,-110,-6,-110,202,-110,-110,2017-10-20,"Sat, 21 Oct 2017 00:30:00 +0000",DAL,DAL vs. SAC,SAC,88,93,nba.g.2017102006
24,5dimes.eu,185,-200,5.5,-103,-5.5,-107,202,-105,-105,2017-10-20,"Sat, 21 Oct 2017 00:30:00 +0000",SAC,SAC @ DAL,DAL,93,88,nba.g.2017102006
